Loan.number,Amount.Requested,Amount.Funded.By.Investors,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length
86660,7350,7350,0.1212,36 months,debt_consolidation,0.1985,CA,OWN,3355.05,695-699,19,11626,3,10+ years
97487,12825,12825,0.1777,36 months,debt_consolidation,0.2441,CA,MORTGAGE,3416.67,670-674,15,8539,1,10+ years
88522,24000,23975,0.2100,60 months,debt_consolidation,0.2369,OK,MORTGAGE,6500,685-689,17,36555,3,6 years
64166,10000,10000,0.1849,60 months,debt_consolidation,0.1647,FL,RENT,4104.67,695-699,5,7597,0,5 years
68487,5500,5500,0.1433,36 months,debt_consolidation,0.2783,WV,OWN,1541.67,675-679,5,10481,1,n/a
15014,17500,17500,0.1472,36 months,debt_consolidation,0.0930,CA,RENT,9519.75,695-699,9,31279,0,10+ years
98373,10000,10000,0.1311,36 months,credit_card,0.1901,OH,MORTGAGE,7500,680-684,11,14426,1,9 years
17664,20000,16275,0.0617,36 months,debt_consolidation,0.1227,MD,MORTGAGE,8083.33,770-774,13,29813,1,10+ years
31943,11600,11600,0.0699,36 months,debt_consolidation,0.0862,CA,RENT,5833.33,735-739,8,2671,1,< 1 year
29365,12000,12000,0.1399,60 months,debt_consolidation,0.1298,CT,RENT,4166.67,715-719,8,2316,1,3 years
1800,13000,6770.1,0.1126,36 months,small_business,0.1405,CA,MORTGAGE,7666.67,720-724,8,9551,0,9 years
57003,8575,8550,0.1727,36 months,debt_consolidation,0.0984,NY,RENT,2500,665-669,6,8807,2,7 years
66296,6100,6100,0.1409,36 months,credit_card,0.0951,LA,RENT,6666.67,685-689,10,5665,2,2 years
49473,14000,14000,0.1531,36 months,credit_card,0.1426,PA,MORTGAGE,5000,680-684,5,11249,2,10+ years
92016,10500,10500,0.1433,36 months,debt_consolidation,0.1955,FL,MORTGAGE,5666.67,670-674,7,11301,0,10+ years
82922,19600,19525,0.2149,60 months,small_business,0.0976,CA,RENT,4170,675-679,8,11669,0,4 years
98272,15000,15000,0.1580,36 months,credit_card,0.1027,NV,RENT,3333.33,670-674,11,10108,0,4 years
94925,8000,8000,0.1727,36 months,other,0.0528,AZ,MORTGAGE,5833.33,725-729,11,12484,1,10+ years
70905,20000,20000,0.2149,36 months,debt_consolidation,0.2747,TX,MORTGAGE,7750,660-664,15,26976,0,2 years
6723,11000,10969.64,0.1253,36 months,debt_consolidation,0.1889,IL,RENT,3500,700-704,6,6811,1,2 years
102775,6000,5905.66,0.1790,36 months,credit_card,0.0660,MI,RENT,4166.67,675-679,5,3433,1,2 years
84633,12000,12000,0.1114,36 months,debt_consolidation,0.0311,CA,MORTGAGE,10833.33,705-709,12,11941,0,2 years
58263,17000,17000,0.1311,36 months,debt_consolidation,0.1692,CA,RENT,5083.33,690-694,10,8890,0,7 years
69300,6250,6250,0.0790,36 months,debt_consolidation,0.0845,IL,RENT,1916.67,720-724,6,3295,0,1 year
76916,27825,27825,0.2376,60 months,debt_consolidation,0.1286,CA,RENT,6250,665-669,16,27093,1,4 years
97076,30000,30000,0.1531,36 months,debt_consolidation,0.1542,NJ,RENT,8333.33,680-684,21,29060,1,8 years
2746,4200,3969.9,0.1411,36 months,home_improvement,0.0462,OH,MORTGAGE,1558.42,675-679,6,2255,1,< 1 year
95637,3800,3800,0.2198,36 months,small_business,0.0831,CA,RENT,4333.33,680-684,6,4843,2,7 years
53567,2000,2000,0.1531,36 months,moving,0.2143,NC,RENT,2766.67,670-674,5,2162,3,< 1 year
77867,6000,6000,0.1409,36 months,debt_consolidation,0.2425,AZ,RENT,4000,680-684,12,24934,1,10+ years
65121,21000,21000,0.1905,60 months,debt_consolidation,0.1624,TX,RENT,8416.67,685-689,8,8764,2,5 years
41900,2500,2500,0.1349,36 months,credit_card,0.0624,NY,RENT,5416.67,680-684,8,15373,0,6 years
33269,2400,2400,0.1677,36 months,other,0.1700,WA,RENT,2700,690-694,3,3418,1,3 years
48581,13000,13000,0.1074,36 months,credit_card,0.1546,CA,RENT,2166.67,720-724,4,11101,0,3 years
52893,4800,4800,0.1465,36 months,credit_card,0.1390,HI,RENT,5000,665-669,8,7391,0,2 years
36929,17475,17475,0.0991,36 months,credit_card,0.1776,NJ,RENT,3333.33,730-734,15,17261,1,2 years
57431,16450,16400,0.2197,60 months,debt_consolidation,0.2559,PA,MORTGAGE,2833.33,670-674,23,12670,2,5 years
40879,14000,14000,0.1465,36 months,debt_consolidation,0.0347,CA,MORTGAGE,8750,680-684,6,9035,1,10+ years
57586,2500,2500,0.1727,36 months,other,0.1134,OH,MORTGAGE,5833.33,665-669,8,14122,0,8 years
62177,8000,8000,0.1849,36 months,debt_consolidation,0.1445,VA,RENT,4166.67,660-664,10,9425,2,4 years
6020,5000,5000,0.1253,36 months,debt_consolidation,0.2149,FL,RENT,3108.33,705-709,8,0,0,2 years
73741,15000,15000,0.1311,36 months,debt_consolidation,0.1278,MA,RENT,9000,690-694,19,11016,0,< 1 year
32694,25000,24814.89,0.1269,60 months,wedding,0.0383,NY,MORTGAGE,22916.67,720-724,13,34069,0,10+ years
71766,3000,2975,0.0890,36 months,debt_consolidation,0.3200,FL,RENT,1000,700-704,7,9730,0,n/a
83373,6000,6000,0.0790,36 months,credit_card,0.3364,WI,RENT,4116.67,705-709,16,33746,0,1 year
37504,7800,7800,0.1065,36 months,debt_consolidation,0.0715,CO,MORTGAGE,4000,720-724,6,11063,2,9 years
95455,25000,25000,0.0790,36 months,debt_consolidation,0.1866,MI,MORTGAGE,7083.33,710-714,17,47504,0,9 years
63,18500,3100,0.1533,36 months,credit_card,0.0524,NY,RENT,7500,660-664,8,22379,0,1 year
26789,12000,12000,0.1299,60 months,home_improvement,0.1667,GA,MORTGAGE,9166.67,710-714,11,25165,0,2 years
28032,5000,5000,0.1599,36 months,debt_consolidation,0.0526,AL,MORTGAGE,2416.67,665-669,5,1620,0,6 years
24454,2500,2500,0.1059,60 months,other,0.0215,MD,OWN,3958,745-749,4,3417,0,2 years
44163,16000,16000,0.1629,60 months,debt_consolidation,0.0576,NC,MORTGAGE,5083.33,710-714,7,8729,1,10+ years
89884,25000,25000,0.1531,60 months,debt_consolidation,0.0398,NY,RENT,5666.67,745-749,6,11079,0,3 years
28601,2000,2000,0.1689,36 months,other,0.1191,AR,RENT,3400,660-664,3,747,3,10+ years
99913,2200,2200,0.1016,36 months,major_purchase,0.2415,GA,MORTGAGE,3400,730-734,6,1453,0,5 years
7880,14000,13825,0.1025,36 months,debt_consolidation,0.0926,GA,MORTGAGE,8333.33,730-734,8,40267,1,10+ years
64020,3000,3000,0.1311,36 months,debt_consolidation,0.3221,SD,MORTGAGE,2583.33,670-674,13,6683,0,1 year
36527,11425,11400,0.0991,36 months,debt_consolidation,0.1947,FL,MORTGAGE,4750,730-734,9,6359,3,8 years
72604,17325,17325,0.1727,60 months,debt_consolidation,0.3024,CA,RENT,3750,705-709,13,31362,1,9 years
29547,5425,5425,0.0849,36 months,debt_consolidation,0.2116,WV,MORTGAGE,6333.33,730-734,21,25996,3,10+ years
49950,20000,20000,0.2278,60 months,debt_consolidation,0.0163,CA,RENT,12500,665-669,5,5407,0,5 years
34331,3300,3300,0.1171,36 months,car,0.0416,FL,RENT,3730,700-704,7,3675,1,1 year
94232,2000,2000,0.1727,36 months,home_improvement,0.2051,GA,MORTGAGE,3750,670-674,10,1371,1,7 years
98787,26500,26500,0.1311,36 months,home_improvement,0.1399,CA,RENT,5833.33,745-749,8,64504,2,5 years
52440,17975,17975,0.1855,36 months,debt_consolidation,0.1855,FL,RENT,4833.33,670-674,10,17448,0,7 years
2443,15000,14925.21,0.1347,36 months,debt_consolidation,0.1406,NY,RENT,4458.33,700-704,15,7701,1,6 years
52407,16400,16350,0.1399,60 months,debt_consolidation,0.2360,FL,RENT,3500,725-729,11,16693,1,5 years
46391,13500,13500,0.1399,60 months,debt_consolidation,0.1259,OR,MORTGAGE,8833.33,700-704,11,18978,0,2 years
32183,12000,12000,0.1527,36 months,debt_consolidation,0.0390,AZ,RENT,7083.33,670-674,7,6040,1,2 years
52061,16750,16750,0.2148,60 months,debt_consolidation,0.2188,HI,RENT,2833.33,665-669,12,7903,0,3 years
5531,8000,8000,0.1218,36 months,major_purchase,0.0124,MA,RENT,1125,745-749,2,707,0,2 years
51087,10000,10000,0.0976,36 months,debt_consolidation,0.1408,LA,MORTGAGE,5416.67,710-714,8,10560,0,3 years
11132,10000,10000,0.1521,36 months,debt_consolidation,0.1093,CA,RENT,7083,670-674,13,11890,0,3 years
7752,5525,5525,0.1385,36 months,credit_card,0.2103,CA,MORTGAGE,6620,720-724,8,37573,2,10+ years
30788,17200,17200,0.1969,60 months,home_improvement,0.0995,CO,RENT,3666.67,705-709,4,2117,3,2 years
77919,19600,19575,0.1629,36 months,other,0.2938,NY,RENT,4166.67,680-684,17,22053,1,3 years
4841,4000,4000,0.1148,36 months,debt_consolidation,0.2293,TX,MORTGAGE,3833.33,715-719,9,0,0,2 years
48151,13000,13000,0.1311,36 months,debt_consolidation,0.1058,NH,RENT,5000,735-739,3,11090,1,1 year
2885,8000,7850,0.0963,36 months,house,0.0024,KS,RENT,4250,790-794,4,132,3,5 years
647,25000,5640.7,0.1008,36 months,home_improvement,0.1042,MA,MORTGAGE,7916.67,755-759,23,16386,0,4 years
9495,20000,19900,0.1025,36 months,wedding,0.1135,NY,RENT,7083.33,750-754,14,18196,0,3 years
92367,27575,27575,0.1727,60 months,debt_consolidation,0.1828,WA,MORTGAGE,7833.33,680-684,20,28055,2,7 years
100674,24000,24000,0.1433,36 months,debt_consolidation,0.1586,CA,MORTGAGE,7500,670-674,5,2426,0,10+ years
62867,7000,7000,0.1849,36 months,wedding,0.1592,IL,RENT,5000,660-664,11,13665,1,5 years
32444,12000,11975,0.1677,60 months,debt_consolidation,0.1071,MD,MORTGAGE,3500,685-689,6,26874,0,10+ years
33119,14000,14000,0.1903,60 months,debt_consolidation,0.1352,CA,MORTGAGE,3616,670-674,9,13923,0,2 years
4730,10000,9975,0.1114,36 months,debt_consolidation,0.1292,CA,RENT,2500,725-729,8,14257,0,3 years
84738,7750,7750,0.0603,36 months,debt_consolidation,0.2201,CO,RENT,4766.67,780-784,14,4667,3,6 years
58490,15000,11550,0.1367,36 months,debt_consolidation,0.1719,TX,OWN,3333.33,690-694,8,10820,0,5 years
12015,15000,14950,0.1186,36 months,debt_consolidation,0.1220,AR,MORTGAGE,5000,705-709,9,3470,3,10+ years
71758,25000,25000,0.1531,36 months,debt_consolidation,0.1300,CA,RENT,5416.67,685-689,10,22824,0,6 years
19344,15000,14975,0.1491,60 months,debt_consolidation,0.0808,NC,MORTGAGE,4407,720-724,8,15818,1,n/a
56528,5000,5000,0.1629,36 months,debt_consolidation,0.1606,CT,MORTGAGE,8750,660-664,12,19598,1,2 years
17236,5000,5000,0.1298,36 months,wedding,0.1729,PA,MORTGAGE,3250,665-669,18,4656,0,3 years
99541,35000,35000,0.1531,36 months,debt_consolidation,0.1500,NJ,RENT,6666.67,680-684,22,33472,0,10+ years
1977,7500,6025,0.1537,36 months,debt_consolidation,0.1750,CA,OWN,5000,675-679,11,16422,0,< 1 year
15197,25000,15675,0.1036,60 months,home_improvement,0.1626,CA,MORTGAGE,3333.33,765-769,6,22713,1,10+ years
11620,3800,3800,0.1112,36 months,major_purchase,0.1545,PA,MORTGAGE,5416.67,700-704,11,9266,0,10+ years
73232,2800,2800,0.0890,36 months,other,0.2776,VA,RENT,3250,700-704,13,22401,0,10+ years
27317,6250,6250,0.0749,36 months,credit_card,0.2397,AR,MORTGAGE,2900,730-734,13,21536,0,2 years
38774,18000,17994.46,0.0991,36 months,debt_consolidation,0.1185,WA,MORTGAGE,3333.33,725-729,13,10416,2,5 years
73956,6000,6000,0.1727,36 months,debt_consolidation,0.2913,WV,RENT,2752.92,660-664,12,4569,2,< 1 year
77363,20000,20000,0.1409,36 months,debt_consolidation,0.3491,TX,MORTGAGE,4583.33,710-714,8,6510,1,2 years
71926,8000,8000,0.1114,36 months,debt_consolidation,0.2393,KY,RENT,2666.67,700-704,11,10128,0,5 years
46024,12000,12000,0.0662,36 months,home_improvement,0.0481,NY,MORTGAGE,9833.33,790-794,15,5584,2,10+ years
11376,24000,7100,0.1112,60 months,home_improvement,0.1199,CO,OWN,5686.67,775-779,6,1726,2,2 years
13393,3000,2925,0.1149,36 months,debt_consolidation,0.0922,CA,RENT,4900,690-694,6,3996,1,10+ years
26533,5000,5000,0.0699,36 months,major_purchase,0.0851,AL,MORTGAGE,3750,745-749,12,3998,0,6 years
48955,21850,21800,0.1399,60 months,debt_consolidation,0.1795,NY,RENT,3750,730-734,5,7102,0,3 years
95456,21850,21850,0.2328,60 months,medical,0.2695,IL,MORTGAGE,5833.33,675-679,21,29643,2,3 years
102846,10000,7586.93,0.1347,36 months,credit_card,0.1420,CA,MORTGAGE,6666.67,690-694,8,126402,2,9 years
2074,15000,10150.07,0.1568,36 months,other,0.0268,IL,OWN,2500,680-684,6,3004,2,1 year
23197,9600,9600,0.0729,36 months,other,0.0966,RI,RENT,6048,740-744,7,15700,0,7 years
44626,25000,24975,0.2050,36 months,credit_card,0.1472,FL,RENT,7301.58,670-674,18,21675,0,4 years
10262,25000,14401.65,0.1149,60 months,home_improvement,0.0495,FL,MORTGAGE,3333.33,780-784,9,3367,3,2 years
37041,30000,29950,0.0790,36 months,home_improvement,0.0034,MA,RENT,13416.67,810-814,9,2174,3,10+ years
24376,20000,20000,0.1689,60 months,debt_consolidation,0.0683,WA,OWN,4000,700-704,6,5845,0,10+ years
57260,14825,14825,0.1367,36 months,small_business,0.0955,CA,RENT,2500,695-699,8,8073,1,2 years
81130,8000,8000,0.1727,36 months,debt_consolidation,0.0198,NY,MORTGAGE,6000,670-674,5,5032,2,10+ years
38892,20000,20000,0.1171,36 months,debt_consolidation,0.1495,TX,MORTGAGE,10416.67,720-724,12,26179,2,1 year
35468,7000,7000,0.0790,36 months,medical,0.2096,TX,OWN,2300,765-769,4,0,0,10+ years
7173,20000,19900,0.1062,36 months,debt_consolidation,0.1258,AL,MORTGAGE,2416.67,760-764,5,6011,0,1 year
102295,5000,4500,0.1103,36 months,major_purchase,0.0047,PA,RENT,3166.67,680-684,5,4254,5,< 1 year
99065,17625,17600,0.1311,36 months,credit_card,0.1488,OH,RENT,3333.33,675-679,6,20266,0,2 years
53234,7150,7150,0.1311,36 months,debt_consolidation,0.1233,IL,RENT,3666.67,685-689,11,10561,1,< 1 year
16215,25000,24775,0.1036,36 months,debt_consolidation,0.0094,HI,RENT,8533.33,720-724,9,28038,0,10+ years
77494,15000,15000,0.1433,36 months,debt_consolidation,0.3342,AZ,RENT,4500,675-679,20,13369,0,< 1 year
66072,9000,9000,0.0662,36 months,debt_consolidation,0.1385,MA,RENT,4166.67,765-769,5,7853,0,1 year
6976,17600,17600,0.1635,36 months,debt_consolidation,0.1735,PA,MORTGAGE,7500,665-669,16,14555,0,7 years
22259,10000,10000,0.1268,36 months,debt_consolidation,0.1396,IL,RENT,2500,690-694,6,10481,1,< 1 year
15470,11200,11000,0.1520,60 months,home_improvement,0.1647,VA,MORTGAGE,6750,675-679,15,19051,0,4 years
84805,13225,13225,0.1531,36 months,debt_consolidation,0.2707,CA,RENT,5833.33,680-684,11,18569,1,10+ years
69014,4000,4000,0.1114,36 months,other,0.3380,FL,MORTGAGE,3333.33,700-704,12,12922,0,4 years
26886,12000,11975,0.1099,36 months,credit_card,0.0946,NC,MORTGAGE,12083.33,720-724,7,43299,2,3 years
71550,35000,35000,0.1905,36 months,debt_consolidation,0.2112,CT,MORTGAGE,13750,735-739,38,99549,2,10+ years
8051,25000,17250,0.1459,36 months,debt_consolidation,0.2464,FL,RENT,8750,705-709,11,20798,1,< 1 year
56595,9000,9000,0.0603,36 months,debt_consolidation,0.1223,VA,MORTGAGE,5000,750-754,13,5224,0,7 years
48498,18225,18225,0.1212,36 months,debt_consolidation,0.2087,MN,MORTGAGE,4850,700-704,7,37592,0,3 years
10737,4750,4750,0.1472,36 months,small_business,0.0300,CO,OWN,866.67,660-664,6,740,0,n/a
48798,14400,14400,0.0662,36 months,home_improvement,0.0671,FL,MORTGAGE,12500,770-774,6,1280,0,10+ years
94440,30000,30000,0.2376,60 months,debt_consolidation,0.1425,WI,RENT,6928.13,660-664,6,28665,1,10+ years
46421,13475,13475,0.1212,36 months,credit_card,0.1946,MA,MORTGAGE,2250,715-719,3,11674,0,< 1 year
90531,10000,10000,0.1905,36 months,other,0.1795,SC,MORTGAGE,3750,675-679,10,7034,1,6 years
51302,12000,12000,0.0662,36 months,credit_card,0.0946,CA,MORTGAGE,5833.33,740-744,9,12028,0,8 years
28257,6000,6000,0.1689,60 months,debt_consolidation,0.1839,CA,RENT,3083,695-699,3,1181,0,3 years
104101,9500,6500,0.0654,36 months,credit_card,0.1443,NH,MORTGAGE,7500,725-729,13,100233,0,10+ years
12958,12000,11875,0.1038,60 months,credit_card,0.1698,FL,MORTGAGE,3791.67,780-784,10,59495,1,10+ years
49872,5000,5000,0.0890,36 months,credit_card,0.1593,PA,MORTGAGE,6666.67,705-709,10,12307,0,7 years
26290,3600,3600,0.0890,36 months,debt_consolidation,0.0327,NV,RENT,1558.33,745-749,4,1594,0,3 years
43703,27000,26993.89,0.1427,60 months,home_improvement,0.1828,FL,OWN,4833.33,735-739,18,12588,1,7 years
32985,10000,10000,0.1427,36 months,debt_consolidation,0.1097,IL,RENT,7500,665-669,6,7778,0,7 years
80200,5450,5450,0.1311,36 months,medical,0.2591,AL,RENT,3500,670-674,9,7619,0,1 year
22130,16000,13613.86,0.1528,60 months,debt_consolidation,0.1533,KY,MORTGAGE,3006.44,700-704,10,11011,0,10+ years
74163,9750,9750,0.1727,36 months,debt_consolidation,0.2193,FL,RENT,2817.5,670-674,12,6324,1,1 year
35740,30000,30000,0.0751,36 months,major_purchase,0.0108,NY,OWN,10416.67,785-789,6,740,0,5 years
74713,14000,13975,0.1212,36 months,other,0.0325,NY,MORTGAGE,6250,705-709,14,7085,1,10+ years
52405,8500,8500,0.0662,36 months,debt_consolidation,0.0490,CA,MORTGAGE,4166.67,740-744,8,7114,0,10+ years
54513,14400,14400,0.0790,36 months,wedding,0.1789,FL,RENT,13100,745-749,11,14550,0,4 years
10293,8000,8000,0.0714,36 months,debt_consolidation,0.0173,CA,RENT,3750,765-769,6,3381,0,< 1 year
66880,12000,12000,0.1311,36 months,debt_consolidation,0.0646,NY,RENT,13166.67,680-684,8,8426,0,5 years
96709,10400,10350,0.1311,36 months,debt_consolidation,0.0759,NY,OWN,6166.67,695-699,10,14193,0,7 years
84273,21000,21000,0.1875,60 months,home_improvement,0.1131,NY,MORTGAGE,10250,695-699,12,38820,0,10+ years
6120,6000,5925,0.1183,36 months,debt_consolidation,0.0344,CA,RENT,6333.33,705-709,13,7269,0,4 years
48166,10800,10800,0.1367,60 months,car,0.0094,IL,RENT,7500,730-734,4,1577,0,< 1 year
67265,2100,2100,0.1433,36 months,major_purchase,0.0350,LA,OWN,1000,690-694,13,893,1,< 1 year
41102,4000,4000,0.0603,36 months,other,0.1513,FL,MORTGAGE,6583.33,770-774,6,63294,0,10+ years
47422,3500,3500,0.0762,36 months,debt_consolidation,0.2093,CA,RENT,4333.33,725-729,9,11538,0,6 years
6039,24250,23811.24,0.1253,36 months,home_improvement,0.1270,NY,OWN,18750,725-729,10,121563,1,10+ years
62856,19000,19000,0.1433,60 months,credit_card,0.1606,IL,MORTGAGE,5000,715-719,8,20918,0,10+ years
7020,10500,10477.85,0.1533,36 months,credit_card,0.1430,NY,RENT,3083.33,670-674,8,14726,0,10+ years
92641,2500,2500,0.1849,36 months,debt_consolidation,0.2249,PA,MORTGAGE,3916.67,670-674,7,14892,2,6 years
7953,16000,16000,0.1459,36 months,debt_consolidation,0.0947,CA,RENT,5416.67,690-694,9,15518,0,10+ years
101568,3000,1300,0.1375,36 months,debt_consolidation,0.1930,FL,RENT,1000,665-669,12,2545,4,< 1 year
27693,10000,10000,0.0542,36 months,credit_card,0.1041,GA,MORTGAGE,7500,780-784,11,11532,0,9 years
70029,7100,7100,0.1409,36 months,credit_card,0.1922,OH,RENT,4166.67,685-689,13,6788,2,2 years
3492,12500,12425,0.0932,36 months,home_improvement,0.1171,TX,MORTGAGE,4166.67,780-784,7,1052,0,2 years
45115,1700,1700,0.1399,36 months,car,0.2067,NY,OWN,1200,675-679,10,7382,0,4 years
96928,4000,4000,0.1114,36 months,debt_consolidation,0.1220,WA,MORTGAGE,6666.67,670-674,7,7153,0,5 years
51257,18225,18225,0.1799,36 months,debt_consolidation,0.2335,VA,RENT,3083.33,675-679,6,17128,1,3 years
92820,30000,30000,0.1629,60 months,major_purchase,0.2028,NY,RENT,13666.67,735-739,14,39059,1,1 year
17826,10000,10000,0.0654,36 months,home_improvement,0.1705,FL,RENT,6916.67,730-734,6,10302,0,3 years
66186,6000,6000,0.0790,36 months,credit_card,0.0251,GA,RENT,7500,720-724,5,6394,0,2 years
73450,6000,6000,0.1212,36 months,major_purchase,0.0740,PA,MORTGAGE,5000,675-679,6,14045,0,2 years
96780,6000,6000,0.1580,36 months,debt_consolidation,0.1956,WA,OWN,1666.67,675-679,7,5291,0,< 1 year
62089,7000,7000,0.1777,36 months,debt_consolidation,0.1815,WV,RENT,4750,665-669,11,12307,1,< 1 year
60963,10000,10000,0.1531,36 months,credit_card,0.0955,TX,OWN,4166.67,670-674,11,11551,0,4 years
8291,3250,3250,0.1273,36 months,debt_consolidation,0.2144,FL,MORTGAGE,5000,675-679,12,20564,0,3 years
100221,30000,29950,0.1972,60 months,debt_consolidation,0.2192,CT,RENT,10416.67,685-689,11,61661,1,7 years
22790,21000,21000,0.1111,36 months,small_business,0.1653,NY,MORTGAGE,18750,700-704,13,120538,0,10+ years
93403,11000,11000,0.0762,36 months,debt_consolidation,0.1235,NY,OWN,7666.67,735-739,6,12461,1,7 years
7687,5500,5400,0.0714,36 months,credit_card,0.1986,MO,MORTGAGE,3916.67,750-754,15,10254,1,< 1 year
59279,15000,15000,0.0790,36 months,debt_consolidation,0.0559,MO,RENT,2916.67,770-774,13,14290,1,9 years
32146,20000,17890.7,0.1991,60 months,debt_consolidation,0.1749,CA,MORTGAGE,7916.67,670-674,17,39621,1,6 years
311,7200,6250,0.0807,36 months,debt_consolidation,0.1700,MA,MORTGAGE,5100,760-764,4,9366,4,10+ years
38432,4000,4000,0.1864,60 months,debt_consolidation,0.1915,MN,RENT,4000,675-679,9,16543,2,6 years
59266,20000,20000,0.0890,36 months,debt_consolidation,0.1101,MD,MORTGAGE,7083.33,730-734,13,28324,2,10+ years
75012,15000,15000,0.1212,36 months,credit_card,0.1916,NJ,RENT,5000,705-709,18,13830,0,10+ years
4502,8000,7825,0.1183,36 months,credit_card,0.0812,FL,RENT,5417,730-734,5,43799,2,1 year
21574,15000,14900,0.1974,60 months,credit_card,0.1680,TX,MORTGAGE,5833.33,660-664,14,8587,2,3 years
93066,8000,8000,0.1114,36 months,debt_consolidation,0.1159,CA,RENT,7000,685-689,7,4729,1,3 years
100114,20675,20675,0.1433,36 months,credit_card,0.2312,NM,MORTGAGE,4333.33,710-714,12,8393,1,10+ years
92036,30000,30000,0.1531,60 months,credit_card,0.1699,MN,MORTGAGE,8500,695-699,10,33770,0,6 years
21190,12000,11875,0.0766,36 months,debt_consolidation,0.1331,NY,MORTGAGE,5416.67,740-744,8,9993,2,3 years
30864,5000,5000,0.0999,36 months,wedding,0.2133,VA,RENT,5316.67,695-699,7,23818,0,7 years
68722,4750,4750,0.0890,36 months,home_improvement,0.0056,PA,OWN,2833.33,760-764,2,767,0,9 years
57199,6500,6500,0.1212,36 months,credit_card,0.2497,TX,OWN,3500,680-684,7,6948,0,1 year
30560,21600,20550,0.1059,36 months,major_purchase,0.0940,CA,MORTGAGE,9000,720-724,16,43362,0,10+ years
3656,1900,1900,0.1284,36 months,home_improvement,0.2329,UT,MORTGAGE,2860,670-674,9,24209,2,< 1 year
45245,6000,6000,0.0790,36 months,house,0.0668,NY,RENT,10416.67,710-714,9,20592,0,10+ years
